id,guid,memberid,firstname,lastname,fullname,committeeid,committeename,committee_active,membertypeid,title,memberactive,startdate,enddate,version,lastupdatedutc
3933,80E366FB-3050-411E-83A9-64671A3BC43A,7628,Laurie A.,Cumbo,Laurie A. Cumbo,11,Committee on Finance,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8ik8=,2018-01-11 20:58:47
3934,75B73D30-A911-432A-89E7-F4A8CFD1ADAC,7622,Vanessa L.,Gibson,Vanessa L. Gibson,11,Committee on Finance,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8ilM=,2018-01-11 20:59:13
3935,A3D04631-091B-46DD-B166-6BCAE71FDD81,7691,Barry,Grodenchik,Barry S. Grodenchik,11,Committee on Finance,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8ilc=,2018-01-11 20:59:39
3936,8A95388C-4B44-48B3-9738-0BB1A03D7EB8,7633,Rory I.,Lancman,Rory I. Lancman,11,Committee on Finance,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8ils=,2018-01-11 21:00:07
3937,833B1570-B141-4F3B-8EB2-9394048994D6,5953,Steven,Matteo,Steven Matteo,11,Committee on Finance,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8il8=,2018-01-11 21:00:32
3938,C9B43078-4E98-4D08-AFB0-CC2585190F67,7745,Francisco P.,Moya,Francisco P. Moya,11,Committee on Finance,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8imM=,2018-01-11 21:01:04
3939,1AD471E5-B9AA-417F-9149-40F710A422F9,7741,Keith,Powers,Keith Powers,11,Committee on Finance,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8imc=,2018-01-11 21:01:28
3940,16919B21-9264-4C8E-8548-94815E6B4CA0,7639,Helen K.,Rosenthal,Helen K. Rosenthal,11,Committee on Finance,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8ims=,2018-01-11 21:01:57
3941,CF989023-8C9E-4D28-904D-D2946BC7949E,7569,James G.,Van Bramer,James G. Van Bramer,11,Committee on Finance,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8im8=,2018-01-11 21:02:23
4258,9A87B226-EDE2-4E44-A21B-5260C9BEAF8B,7743,Mark,Gjonaj,Mark Gjonaj,11,Committee on Finance,TRUE,3,Committee member,TRUE,2019-04-09 0:00:00,2021-12-31 0:00:00,AAAAAOXPrSM=,2019-05-02 20:33:49
4264,B8756F21-E276-42A9-8904-ECC4854CFB0C,7785,Farah,Louis,Farah N. Louis,11,Committee on Finance,TRUE,3,Council member,TRUE,2019-06-13 0:00:00,2021-12-31 0:00:00,AAAAAOXXE1w=,2019-06-13 18:03:02
4296,4A79B511-58B0-4662-845C-0FC53C4111F1,386,Karen,Koslowitz,Karen Koslowitz,11,Committee on Finance,TRUE,3,Committee member,TRUE,2019-10-30 0:00:00,2021-12-31 0:00:00,AAAAAOXsBCA=,2019-10-30 17:31:31
3954,D16F10FE-0008-49FB-ADB2-41D27FADDAEC,7567,Stephen T.,Levin,Stephen T. Levin,12,Committee on General Welfare,TRUE,1,Chairperson,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8iuM=,2018-01-11 21:22:39
3955,39BB45D9-4E0B-49EE-949B-5C541F057EEC,7739,Adrienne,Adams,Adrienne E. Adams,12,Committee on General Welfare,TRUE,3,Committee member,FALSE,2018-01-11 0:00:00,2019-06-13 0:00:00,AAAAAOXXE2Y=,2018-01-11 21:23:06
3956,ED83645F-8201-4482-8985-ED72A434CDD2,7742,Diana,Ayala,Diana Ayala,12,Committee on General Welfare,TRUE,3,Committee member,FALSE,2018-01-11 0:00:00,2019-04-09 0:00:00,AAAAAOXMjss=,2018-01-11 21:23:29
3957,C2590DDD-AB6D-4251-8C21-E9B5C3BDC286,7622,Vanessa L.,Gibson,Vanessa L. Gibson,12,Committee on General Welfare,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8iu8=,2018-01-11 21:23:51
3958,9B56E25B-F26E-41CE-BC88-26F56A83AF10,7743,Mark,Gjonaj,Mark Gjonaj,12,Committee on General Welfare,TRUE,3,Committee member,FALSE,2018-01-11 0:00:00,2019-04-09 0:00:00,AAAAAOXMjs0=,2018-01-11 21:24:18
3959,2864A144-FAB4-4E8C-8DEF-5CD98F9B9E65,7691,Barry,Grodenchik,Barry S. Grodenchik,12,Committee on General Welfare,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8ivc=,2018-01-11 21:24:44
3960,207043A1-F22E-4219-839A-F8E04EAECF16,7566,Brad S.,Lander,Brad S. Lander,12,Committee on General Welfare,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8ivs=,2018-01-11 21:25:10
3961,45DEFC1E-45ED-42C6-B2B5-2A8262648D40,7638,Antonio,Reynoso,Antonio Reynoso,12,Committee on General Welfare,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8iv8=,2018-01-11 21:25:39
3962,7471D607-9F73-43C2-9DDE-D004157AE4A3,7714,Rafael,"Salamanca, Jr.","Rafael Salamanca, Jr.",12,Committee on General Welfare,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8iwM=,2018-01-11 21:26:04
3963,BA21B287-C901-4968-90A7-22DF3183BB6E,7640,Ritchie J.,Torres,Ritchie J. Torres,12,Committee on General Welfare,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8iwc=,2018-01-11 21:26:38
3964,FDBE6823-00C2-45F3-8945-74BF8A6BB2D8,7641,Mark,Treyger,Mark Treyger,12,Committee on General Welfare,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8iws=,2018-01-11 21:27:02
4297,D9B40BEA-10C5-4ECF-A98A-9ECE27AD5237,7746,Robert F.,Holden,Robert F. Holden,12,Committee on General Welfare,TRUE,3,Committee member,TRUE,2019-10-30 0:00:00,2021-12-31 0:00:00,AAAAAOXsBC0=,2019-10-30 17:34:42
3965,040AC42F-210B-4599-BF1B-0AF9162D558F,7561,Fernando,Cabrera,Fernando Cabrera,13,Committee on Governmental Operations,TRUE,1,Chairperson,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8ix0=,2018-01-11 21:31:15
3966,CDEE1C67-C1DF-4FF5-BEFA-BA68B3822ED4,7632,Ben,Kallos,Ben Kallos,13,Committee on Governmental Operations,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8iyE=,2018-01-11 21:31:39
3967,0AE42244-6227-4499-BBF9-43195B4A5709,7635,Alan N.,Maisel,Alan N. Maisel,13,Committee on Governmental Operations,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8iyU=,2018-01-11 21:32:06
3968,78ADBE01-A3A6-4C77-9541-4C26806C14F8,430,Bill,Perkins,Bill Perkins,13,Committee on Governmental Operations,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8iyk=,2018-01-11 21:32:31
3969,1A0536B8-8FBB-4811-B7EA-956EE9A55989,7741,Keith,Powers,Keith Powers,13,Committee on Governmental Operations,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8iy0=,2018-01-11 21:32:54
3970,B5D943B8-E0FD-4547-B42F-8DED0EC0D4E1,7541,Ydanis A.,Rodriguez,Ydanis A. Rodriguez,13,Committee on Governmental Operations,TRUE,3,Committee member,TRUE,2018-01-11 0:00:00,2021-12-31 0:00:00,AAAAAOV8izE=,2018-01-11 21:33:14
